NECK,Precision(%),Recall(%),mAP@0.5(%),mAP@0.5:0.95(%),params,GFLOPs,speed
SFPN160,53.3,40.5,42.6,25.8,2468926,18.4
ALL,53.5,41.6,43.9,26.5,2490030,19.5 
ALL(CIOU),52.1,42.3,43.6,26.4


