model,Precision(%),Recall(%),mAP@50(%),mAP@50:95(%),params,GFLOPs,speed
base,51.6,38.7,39.9,16.9,2583712,6.3
RFD,
SACSP,51.3,45.2,43.1,18.7,2806160,8.5



NBCD,54.1,41.5,41.6,16.6,2583712,6.3 




